label,metric,value
trisomy21,n_embryos,96.0
trisomy21,prevalence,0.14583333333333334
trisomy21,closure_fraction,0.03125
trisomy21,mean_closure_time,3.4916666666666667
trisomy21,mean_gap,0.5825066550946075
trisomy21,std_gap,0.775513626402051
trisomy21,mean_linear_score,0.7707984663508216
trisomy21,mean_nonlinear_score,0.6701466088860859
trisomy21,mean_probability,0.30853278734465267
trisomy21,mean_terminal_shear,1.1325370909706038
trisomy21,mean_peak_shear,1.1595655726491265
