iteration,score,log_prior,log_posterior,accepted,closure_time,euploid_prevalence,gap,terminal_shear,trisomy21_prevalence
0,17.114100591035537,11.253642867040146,-5.860457723995392,true,0.0036882199181450625,2.918402777777777,5.568906618549993,0.0,0.0
1,10.067796655585209,10.1352900160821,0.0674933604968917,true,0.0069317907757229305,2.918402777777777,0.8681270907255303,0.0,0.0
2,6.059989094785129,8.73846102764629,2.678471932861161,true,0.007104958958095977,1.6684027777777775,0.6708764540262295,0.0,0.009452160493827166
3,6.059989094785129,8.73846102764629,2.678471932861161,false,0.007104958958095977,1.6684027777777775,0.6708764540262295,0.0,0.009452160493827166
4,7.545546574358099,9.547975791484355,2.002429217126256,true,0.007924351162380622,2.2499999999999996,0.5224400317430197,0.0,0.0
5,5.348169755423557,9.489345540434911,4.141175785011354,true,0.0057694885465833685,0.0,2.1687305130115084,0.0,0.521604938271605
6,5.348169755423557,9.489345540434911,4.141175785011354,false,0.0057694885465833685,0.0,2.1687305130115084,0.0,0.521604938271605
7,6.669916281969337,10.595908844776432,3.925992562807094,true,0.005346239937676316,0.0,3.050318112650935,0.0,0.521604938271605
8,6.92863759207102,10.64865456127363,3.720016969202611,true,0.004827839003668874,0.44444444444444425,3.57671244871446,0.0,0.055748456790123455
9,5.49345814997109,10.444004717914579,4.950546567943489,true,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
10,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
11,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
12,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
13,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
14,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
15,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
16,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
17,5.49345814997109,10.444004717914579,4.950546567943489,false,0.005314598613315146,0.0,2.5206739622727614,0.0,0.4261188271604937
18,6.418893561812541,10.259868519823643,3.8409749580111017,true,0.0057971451017591515,0.7656249999999998,2.6681411553658614,0.0,0.027777777777777766
19,3.4288026810786394,10.130315814150869,6.701513133072229,true,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
20,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
21,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
22,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
23,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
24,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
25,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
26,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
27,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
28,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
29,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
30,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
31,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
32,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
33,3.4288026810786394,10.130315814150869,6.701513133072229,false,0.006535662545098193,0.0,0.8883862894497145,0.0,0.521604938271605
34,2.5353784753437907,9.546935744654501,7.01155726931071,true,0.007953098085191481,0.0,0.5459823463826858,0.0,0.4261188271604937
35,2.5353784753437907,9.546935744654501,7.01155726931071,false,0.007953098085191481,0.0,0.5459823463826858,0.0,0.4261188271604937
36,2.5353784753437907,9.546935744654501,7.01155726931071,false,0.007953098085191481,0.0,0.5459823463826858,0.0,0.4261188271604937
37,2.5353784753437907,9.546935744654501,7.01155726931071,false,0.007953098085191481,0.0,0.5459823463826858,0.0,0.4261188271604937
