parameter,posterior_mean,lower_credible,upper_credible,rhat
alpha_DMP,0.6788404161834279,0.5282550723793445,0.8270002399332539,1.6313716059255265
alpha_EMT,0.69467248580779,0.544354513598259,0.8427753974570749,1.1999807832497975
k_A,0.6363511773322583,0.46532185976945106,0.7557377987291503,1.3139231334351702
k_E,0.7067618620261079,0.45197587864830935,0.866397215442103,1.2323631888006386
k_G,0.8650857683536568,0.7335765284029176,0.9925697901779136,1.2262158640176477
threshold,0.6420257699223505,0.585230942426179,0.7002121151249707,1.1328564471329132
