parameter,posterior_mean,lower_credible,upper_credible,rhat
alpha_DMP,0.6883885377516569,0.5550989868303259,0.8358150124286415,1.256156393072747
alpha_EMT,0.7018544940936798,0.40995420268571814,0.9471070418290286,1.5284718714138377
k_A,0.6126137870038748,0.5221425891045236,0.7579532483442457,1.2087864398820063
k_E,0.6984585157631064,0.5097582718600512,0.8601780510934371,1.096353691873332
k_G,0.8618404335336141,0.7041294870385977,1.022919477211115,1.4103049237154324
threshold,0.6459123711121135,0.5892577357136737,0.7044214028345068,1.0
