label,metric,value
mixed,n_embryos,96.0
mixed,prevalence,0.11458333333333333
mixed,closure_fraction,0.3125
mixed,mean_closure_time,3.3548958333333334
mixed,mean_gap,1.536815625113757
mixed,median_gap,0.4208896854820918
mixed,std_gap,2.7581484187671332
mixed,mean_linear_score,0.8420328450758997
mixed,mean_nonlinear_score,0.7362258600425626
mixed,mean_probability,0.2759000428674407
mixed,mean_terminal_shear,1.1973216260099158
mixed,mean_peak_shear,1.532231857424976
