iteration,score,log_prior,log_posterior,accepted,closure_time,euploid_prevalence,gap,terminal_shear,trisomy21_prevalence
0,7.377335600118831,11.253642867040146,3.876307266921315,true,0.005109601550632045,0.44444444444444425,4.024225242973033,0.0,0.0
1,7.111030071831344,11.015815807497882,3.904785735666538,true,0.004746606614854583,0.0,4.209191136745959,0.0,0.19753086419753088
2,7.111030071831344,11.015815807497882,3.904785735666538,false,0.004746606614854583,0.0,4.209191136745959,0.0,0.19753086419753088
3,3.7981881414231036,10.749312426891045,6.951124285467941,true,0.005979953871832949,0.0,1.821927366747685,0.0,0.26408179012345673
4,3.7981881414231036,10.749312426891045,6.951124285467941,false,0.005979953871832949,0.0,1.821927366747685,0.0,0.26408179012345673
5,3.7981881414231036,10.749312426891045,6.951124285467941,false,0.005979953871832949,0.0,1.821927366747685,0.0,0.26408179012345673
6,1.0016479272629142,9.934366854604622,8.932718927341709,true,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
7,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
8,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
9,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
10,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
11,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
12,1.0016479272629142,9.934366854604622,8.932718927341709,false,0.007120146221584755,0.0,0.5119825871800288,0.0,0.055748456790123455
13,0.5700953332941356,10.599487776861176,10.02939244356704,true,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
14,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
15,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
16,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
17,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
18,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
19,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
20,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
21,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
22,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
23,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
24,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
25,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
26,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
27,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
28,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
29,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
30,0.5700953332941356,10.599487776861176,10.02939244356704,false,0.007834093835618734,0.0017361111111111104,0.3666996263028586,0.0,0.0007716049382715995
