parameter,posterior_mean,lower_credible,upper_credible,rhat
alpha_DMP,0.6251673295168589,0.42797930686984675,0.8360219775279991,1.0133394174852652
alpha_EMT,0.8309469179219542,0.5824453510761497,1.0936675010243158,1.00375119367032
k_A,0.6775409663968928,0.48466937200265126,0.88030438946593,1.0478604227923631
k_E,0.7016015145788725,0.4980006979927221,0.9102587726331717,1.0163583505635243
k_G,0.9628117913405018,0.7411248918182314,1.2155718544196505,1.0288894310896473
threshold,0.6797713393564832,0.5830891764069315,0.7752330130129251,1.0255034390073376
